"MP","Rise.Time","Rise.Time.Hour"
3,620,10.3333333333333
4,625,10.4166666666667
2,570,9.5
3,625,10.4166666666667
3,605,10.0833333333333
2,635,10.5833333333333
2,665,11.0833333333333
2,620,10.3333333333333
3,655,10.9166666666667
2,630,10.5
3,665,11.0833333333333
3,625,10.4166666666667
4,600,10
2,605,10.0833333333333
3,655,10.9166666666667
4,610,10.1666666666667
3,715,11.9166666666667
4,690,11.5
3,660,11
3,690,11.5
2,680,11.3333333333333
3,670,11.1666666666667
4,590,9.83333333333333
3,715,11.9166666666667
4,685,11.4166666666667
2,615,10.25
2,685,11.4166666666667
3,620,10.3333333333333
2,635,10.5833333333333
3,650,10.8333333333333
2,625,10.4166666666667
2,615,10.25
2,595,9.91666666666667
4,605,10.0833333333333
3,545,9.08333333333333
3,615,10.25
4,615,10.25
2,500,8.33333333333333
2,675,11.25
3,600,10
3,595,9.91666666666667
3,600,10
4,680,11.3333333333333
4,645,10.75
3,570,9.5
2,595,9.91666666666667
3,650,10.8333333333333
2,580,9.66666666666667
2,605,10.0833333333333
2,670,11.1666666666667
3,600,10
3,620,10.3333333333333
3,615,10.25
4,655,10.9166666666667
3,585,9.75
4,625,10.4166666666667
3,645,10.75
3,635,10.5833333333333
3,715,11.9166666666667
2,730,12.1666666666667
2,635,10.5833333333333
3,655,10.9166666666667
3,590,9.83333333333333
3,540,9
4,615,10.25
4,600,10
3,615,10.25
2,570,9.5
2,675,11.25
2,625,10.4166666666667
3,615,10.25
3,600,10
4,585,9.75
3,585,9.75
4,550,9.16666666666667
3,585,9.75
4,635,10.5833333333333
3,560,9.33333333333333
2,660,11
4,655,10.9166666666667
4,685,11.4166666666667
3,590,9.83333333333333
3,685,11.4166666666667
2,610,10.1666666666667
4,665,11.0833333333333
3,600,10
3,690,11.5
3,615,10.25
2,625,10.4166666666667
3,645,10.75
3,580,9.66666666666667
2,625,10.4166666666667
3,560,9.33333333333333
2,595,9.91666666666667
3,575,9.58333333333333
3,555,9.25
3,600,10
3,640,10.6666666666667
2,570,9.5
3,630,10.5
3,535,8.91666666666667
3,605,10.0833333333333
3,625,10.4166666666667
3,615,10.25
3,600,10
4,645,10.75
2,690,11.5
3,725,12.0833333333333
2,705,11.75
4,670,11.1666666666667
3,936,15.6
3,686,11.4333333333333
2,626,10.4333333333333
2,631,10.5166666666667
3,636,10.6
3,621,10.35
3,576,9.6
2,616,10.2666666666667
4,646,10.7666666666667
3,566,9.43333333333333
3,586,9.76666666666667
3,581,9.68333333333333
3,556,9.26666666666667
4,481,8.01666666666667
4,566,9.43333333333333
3,561,9.35
3,621,10.35
3,541,9.01666666666667
3,596,9.93333333333333
2,561,9.35
3,586,9.76666666666667
2,331,5.51666666666667
2,366,6.1
2,546,9.1
3,521,8.68333333333333
3,611,10.1833333333333
2,566,9.43333333333333
3,541,9.01666666666667
2,541,9.01666666666667
3,611,10.1833333333333
2,571,9.51666666666667
3,661,11.0166666666667
3,641,10.6833333333333
2,671,11.1833333333333
2,666,11.1
3,671,11.1833333333333
3,611,10.1833333333333
4,621,10.35
4,651,10.85
3,611,10.1833333333333
2,666,11.1
2,701,11.6833333333333
3,541,9.01666666666667
3,586,9.76666666666667
2,636,10.6
3,621,10.35
2,701,11.6833333333333
4,616,10.2666666666667
4,601,10.0166666666667
4,651,10.85
3,641,10.6833333333333
3,596,9.93333333333333
3,471,7.85
4,591,9.85
3,561,9.35
4,601,10.0166666666667
3,531,8.85
4,541,9.01666666666667
4,541,9.01666666666667
2,606,10.1
2,596,9.93333333333333
2,596,9.93333333333333
4,586,9.76666666666667
4,601,10.0166666666667
3,621,10.35
2,626,10.4333333333333
2,591,9.85
3,561,9.35
4,631,10.5166666666667
3,576,9.6
2,406,6.76666666666667
4,616,10.2666666666667
2,551,9.18333333333333
3,576,9.6
4,571,9.51666666666667
2,626,10.4333333333333
4,596,9.93333333333333
4,561,9.35
2,686,11.4333333333333
3,646,10.7666666666667
2,386,6.43333333333333
3,381,6.35
3,606,10.1
3,611,10.1833333333333
2,601,10.0166666666667
2,391,6.51666666666667
2,636,10.6
3,606,10.1
3,631,10.5166666666667
2,636,10.6
2,671,11.1833333333333
3,641,10.6833333333333
4,591,9.85
4,651,10.85
2,646,10.7666666666667
3,606,10.1
2,671,11.1833333333333
2,651,10.85
3,606,10.1
4,661,11.0166666666667
4,621,10.35
3,661,11.0166666666667
2,581,9.68333333333333
2,571,9.51666666666667
3,651,10.85
4,691,11.5166666666667
4,601,10.0166666666667
3,566,9.43333333333333
3,566,9.43333333333333
3,606,10.1
3,611,10.1833333333333
2,571,9.51666666666667
4,616,10.2666666666667
3,571,9.51666666666667
3,616,10.2666666666667
4,586,9.76666666666667
3,571,9.51666666666667
3,606,10.1
3,561,9.35
4,591,9.85
3,566,9.43333333333333
4,551,9.18333333333333
4,486,8.1
4,626,10.4333333333333
4,571,9.51666666666667
3,551,9.18333333333333
3,576,9.6
3,636,10.6
2,626,10.4333333333333
2,631,10.5166666666667
2,656,10.9333333333333
4,596,9.93333333333333
3,566,9.43333333333333
4,581,9.68333333333333
4,596,9.93333333333333
2,566,9.43333333333333
2,621,10.35
3,636,10.6
4,636,10.6
4,576,9.6
4,451,7.51666666666667
3,556,9.26666666666667
3,586,9.76666666666667
3,581,9.68333333333333
2,591,9.85
2,561,9.35
3,621,10.35
2,546,9.1
4,556,9.26666666666667
4,646,10.7666666666667
4,606,10.1
3,636,10.6
2,636,10.6
2,606,10.1
4,636,10.6
4,596,9.93333333333333
3,646,10.7666666666667
4,566,9.43333333333333
4,571,9.51666666666667
3,561,9.35
3,576,9.6
4,566,9.43333333333333
4,641,10.6833333333333
3,631,10.5166666666667
2,656,10.9333333333333
2,506,8.43333333333333
3,621,10.35
4,546,9.1
3,636,10.6
3,606,10.1
4,626,10.4333333333333
4,641,10.6833333333333
3,626,10.4333333333333
4,576,9.6
4,921,15.35
3,556,9.26666666666667
4,576,9.6
3,581,9.68333333333333
4,546,9.1
4,566,9.43333333333333
4,596,9.93333333333333
2,571,9.51666666666667
3,556,9.26666666666667
3,571,9.51666666666667
3,556,9.26666666666667
4,551,9.18333333333333
2,551,9.18333333333333
3,576,9.6
4,591,9.85
4,531,8.85
3,616,10.2666666666667
3,621,10.35
4,536,8.93333333333333
3,586,9.76666666666667
3,571,9.51666666666667
4,566,9.43333333333333
4,566,9.43333333333333
4,541,9.01666666666667
4,476,7.93333333333333
3,401,6.68333333333333
4,506,8.43333333333333
3,511,8.51666666666667
4,571,9.51666666666667
3,596,9.93333333333333
4,656,10.9333333333333
4,576,9.6
3,601,10.0166666666667
4,551,9.18333333333333
3,616,10.2666666666667
3,601,10.0166666666667
3,636,10.6
4,551,9.18333333333333
3,581,9.68333333333333
4,516,8.6
4,521,8.68333333333333
2,571,9.51666666666667
3,546,9.1
3,631,10.5166666666667
3,561,9.35
4,626,10.4333333333333
4,631,10.5166666666667
4,541,9.01666666666667
2,621,10.35
2,571,9.51666666666667
3,556,9.26666666666667
3,506,8.43333333333333
4,616,10.2666666666667
4,531,8.85
3,556,9.26666666666667
4,481,8.01666666666667
3,451,7.51666666666667
3,446,7.43333333333333
3,451,7.51666666666667
4,476,7.93333333333333
3,471,7.85
4,461,7.68333333333333
3,471,7.85
3,466,7.76666666666667
2,516,8.6
4,506,8.43333333333333
3,521,8.68333333333333
3,516,8.6
3,516,8.6
2,526,8.76666666666667
3,466,7.76666666666667
4,566,9.43333333333333
4,481,8.01666666666667
4,501,8.35
3,521,8.68333333333333
3,451,7.51666666666667
4,476,7.93333333333333
4,541,9.01666666666667
3,566,9.43333333333333
3,471,7.85
4,496,8.26666666666667
4,451,7.51666666666667
3,471,7.85
3,441,7.35
3,511,8.51666666666667
2,501,8.35
3,476,7.93333333333333
2,501,8.35
3,446,7.43333333333333
3,526,8.76666666666667
4,546,9.1
3,496,8.26666666666667
3,571,9.51666666666667
3,496,8.26666666666667
4,576,9.6
4,496,8.26666666666667
3,496,8.26666666666667
2,481,8.01666666666667
3,581,9.68333333333333
3,511,8.51666666666667
2,496,8.26666666666667
3,506,8.43333333333333
4,521,8.68333333333333
4,491,8.18333333333333
3,496,8.26666666666667
3,531,8.85
3,386,6.43333333333333
4,511,8.51666666666667
3,481,8.01666666666667
3,511,8.51666666666667
4,461,7.68333333333333
4,506,8.43333333333333
3,471,7.85
4,491,8.18333333333333
3,441,7.35
2,526,8.76666666666667
3,491,8.18333333333333
4,406,6.76666666666667
3,361,6.01666666666667
2,466,7.76666666666667
4,486,8.1
3,456,7.6
4,521,8.68333333333333
4,541,9.01666666666667
3,501,8.35
4,446,7.43333333333333
4,506,8.43333333333333
3,541,9.01666666666667
2,526,8.76666666666667
3,446,7.43333333333333
3,476,7.93333333333333
3,456,7.6
3,456,7.6
2,536,8.93333333333333
2,486,8.1
4,446,7.43333333333333
4,461,7.68333333333333
4,496,8.26666666666667
3,471,7.85
3,526,8.76666666666667
4,556,9.26666666666667
3,536,8.93333333333333
4,491,8.18333333333333
2,491,8.18333333333333
3,526,8.76666666666667
3,536,8.93333333333333
3,516,8.6
2,611,10.1833333333333
2,561,9.35
3,576,9.6
2,606,10.1
3,571,9.51666666666667
4,581,9.68333333333333
3,566,9.43333333333333
3,566,9.43333333333333
4,551,9.18333333333333
3,536,8.93333333333333
4,561,9.35
4,571,9.51666666666667
3,586,9.76666666666667
4,541,9.01666666666667
3,541,9.01666666666667
3,521,8.68333333333333
4,526,8.76666666666667
3,511,8.51666666666667
2,546,9.1
2,506,8.43333333333333
3,551,9.18333333333333
3,491,8.18333333333333
2,516,8.6
3,521,8.68333333333333
3,496,8.26666666666667
4,536,8.93333333333333
3,466,7.76666666666667
2,516,8.6
3,511,8.51666666666667
4,501,8.35
2,511,8.51666666666667
3,496,8.26666666666667
4,521,8.68333333333333
3,551,9.18333333333333
3,576,9.6
2,561,9.35
3,591,9.85
2,596,9.93333333333333
3,596,9.93333333333333
4,611,10.1833333333333
3,591,9.85
4,626,10.4333333333333
4,606,10.1
3,611,10.1833333333333
2,586,9.76666666666667
3,616,10.2666666666667
2,586,9.76666666666667
2,591,9.85
4,651,10.85
4,536,8.93333333333333
3,516,8.6
3,566,9.43333333333333
3,561,9.35
4,516,8.6
2,551,9.18333333333333
3,481,8.01666666666667
3,526,8.76666666666667
2,551,9.18333333333333
3,481,8.01666666666667
3,516,8.6
4,516,8.6
4,561,9.35
3,601,10.0166666666667
3,656,10.9333333333333
3,651,10.85
2,451,7.51666666666667
3,646,10.7666666666667
3,991,16.5166666666667
3,621,10.35
4,576,9.6
2,656,10.9333333333333
2,611,10.1833333333333
3,626,10.4333333333333
3,601,10.0166666666667
2,541,9.01666666666667
4,546,9.1
4,556,9.26666666666667
4,561,9.35
3,531,8.85
3,636,10.6
3,546,9.1
4,636,10.6
2,616,10.2666666666667
2,661,11.0166666666667
2,621,10.35
3,596,9.93333333333333
3,596,9.93333333333333
3,606,10.1
2,611,10.1833333333333
4,571,9.51666666666667
3,571,9.51666666666667
4,551,9.18333333333333
2,536,8.93333333333333
3,581,9.68333333333333
4,596,9.93333333333333
4,571,9.51666666666667
3,586,9.76666666666667
3,631,10.5166666666667
3,616,10.2666666666667
3,631,10.5166666666667
3,636,10.6
2,651,10.85
3,611,10.1833333333333
2,676,11.2666666666667
2,651,10.85
2,621,10.35
4,626,10.4333333333333
4,676,11.2666666666667
4,561,9.35
3,601,10.0166666666667
3,591,9.85
3,571,9.51666666666667
3,556,9.26666666666667
4,536,8.93333333333333
4,551,9.18333333333333
4,571,9.51666666666667
4,606,10.1
3,541,9.01666666666667
3,536,8.93333333333333
2,551,9.18333333333333
3,536,8.93333333333333
4,511,8.51666666666667
4,566,9.43333333333333
3,581,9.68333333333333
3,551,9.18333333333333
3,601,10.0166666666667
3,551,9.18333333333333
3,526,8.76666666666667
3,636,10.6
2,536,8.93333333333333
2,631,10.5166666666667
3,646,10.7666666666667
3,656,10.9333333333333
3,576,9.6
4,611,10.1833333333333
3,591,9.85
3,606,10.1
3,591,9.85
2,611,10.1833333333333
2,646,10.7666666666667
4,566,9.43333333333333
4,591,9.85
2,591,9.85
4,621,10.35
4,646,10.7666666666667
