"Date","Alcohol","ZQ","Total.Z","Time.to.Z","Time.in.Wake","Time.in.REM","Time.in.Light","Time.in.Deep","Awakenings","Start.of.Night","End.of.Night","Rise.Time","Morning.Feel"
"2013-11-24","FALSE",85,488,33,18,140,297,52,7,1340,"11/25/2013 04:41","11/25/2013 04:10",3
"2013-11-25","FALSE",109,577,10,16,180,314,83,4,1340,"11/26/2013 05:25","11/26/2013 05:15",4
"2013-11-26","FALSE",105,582,23,34,205,301,77,11,1320,"11/27/2013 05:45","11/27/2013 05:40",3
"2013-11-27","FALSE",88,477,30,20,130,273,75,6,1345,"11/28/2013 04:23","11/28/2013 04:05",3
"2013-11-28","FALSE",99,537,20,6,174,303,61,4,1325,"11/29/2013 04:33","11/29/2013 04:30",3
"2013-11-28","TRUE",99,537,20,6,174,303,61,4,1325,"11/29/2013 04:33","11/29/2013 04:30",3
"2013-11-29","FALSE",87,500,2,31,177,270,53,9,1320,"11/30/2013 03:57","11/30/2013 03:45",2
"2013-11-30","FALSE",94,523,37,20,180,283,60,7,1295,"12/01/2013 04:23","12/01/2013 04:05",3
"2013-12-01","FALSE",86,481,15,24,151,265,66,9,1330,"12/02/2013 03:58","12/02/2013 03:35",3
"2013-12-02","FALSE",94,538,13,46,169,310,60,7,1320,"12/03/2013 05:00","12/03/2013 04:45",3
"2013-12-03","FALSE",97,543,15,36,166,299,78,10,1320,"12/04/2013 05:01","12/04/2013 04:35",2
"2013-12-04","FALSE",86,456,11,47,167,218,72,4,1355,"12/05/2013 04:18","12/05/2013 04:10",2
"2013-12-05","FALSE",102,528,11,4,187,268,74,2,1355,"12/06/2013 04:45","12/06/2013 04:35",3
"2013-12-06","FALSE",83,466,10,27,122,279,65,6,1350,"12/07/2013 04:00","12/07/2013 03:40",3
"2013-12-07","TRUE",101,558,3,12,178,322,59,4,1350,"12/08/2013 05:08","12/08/2013 05:00",4
"2013-12-07","FALSE",101,558,3,12,178,322,59,4,1350,"12/08/2013 05:08","12/08/2013 05:00",4
"2013-12-08","FALSE",107,564,13,1,180,312,73,1,1325,"12/09/2013 05:16","12/09/2013 05:20",3
"2013-12-09","FALSE",93,515,3,11,165,295,55,5,1340,"12/10/2013 04:58","12/10/2013 04:30",4
"2013-12-10","FALSE",105,586,31,24,223,305,58,7,1320,"12/11/2013 05:43","12/11/2013 05:45",2
"2013-12-11","FALSE",91,512,21,21,138,304,70,8,1345,"12/12/2013 04:44","12/12/2013 04:30",3
"2013-12-12","FALSE",102,589,1,34,197,332,60,9,1325,"12/13/2013 05:47","12/13/2013 05:50",3
"2013-12-13","FALSE",96,537,15,14,154,323,60,5,1335,"12/14/2013 04:48","12/14/2013 04:30",3
"2013-12-14","FALSE",91,490,26,29,167,240,83,10,1370,"12/15/2013 05:05","12/15/2013 04:30",3
"2013-12-15","FALSE",88,501,22,21,135,307,60,7,1335,"12/16/2013 04:25","12/16/2013 04:15",3
"2013-12-16","FALSE",111,620,1,17,179,368,73,7,1330,"12/17/2013 05:54","12/17/2013 05:55",2
"2013-12-16","TRUE",111,620,1,17,179,368,73,7,1330,"12/17/2013 05:54","12/17/2013 05:55",2
"2013-12-17","FALSE",80,499,11,50,150,312,37,10,1340,"12/18/2013 04:54","12/18/2013 04:45",3
"2013-12-18","FALSE",98,530,3,7,168,292,70,5,1350,"12/19/2013 04:44","12/19/2013 04:30",2
"2013-12-19","FALSE",100,540,6,7,181,292,67,5,1345,"12/20/2013 04:46","12/20/2013 04:40",3
"2013-12-20","FALSE",94,524,15,18,168,299,58,6,1360,"12/21/2013 05:01","12/21/2013 04:55",3
"2013-12-21","FALSE",85,471,1,7,128,284,59,4,1390,"12/22/2013 04:23","12/22/2013 04:25",3
"2013-12-22","FALSE",84,465,31,21,119,283,64,5,1380,"12/23/2013 04:42","12/23/2013 04:30",3
"2013-12-23","FALSE",109,581,3,6,164,341,77,2,1320,"12/24/2013 05:02","12/24/2013 05:05",3
"2013-12-24","TRUE",85,457,1,10,129,263,66,4,1320,"12/25/2013 03:04","12/25/2013 02:40",3
"2013-12-24","FALSE",85,457,1,10,129,263,66,4,1320,"12/25/2013 03:04","12/25/2013 02:40",3
"2013-12-25","FALSE",104,567,2,7,152,343,72,4,1260,"12/26/2013 04:40","12/26/2013 04:45",3
"2013-12-25","TRUE",104,567,2,7,152,343,72,4,1260,"12/26/2013 04:40","12/26/2013 04:45",3
"2013-12-26","FALSE",100,560,1,11,175,332,54,5,1295,"12/27/2013 04:23","12/27/2013 04:15",3
"2013-12-27","FALSE",103,552,1,2,156,326,71,2,1340,"12/28/2013 04:41","12/28/2013 04:45",4
"2013-12-28","FALSE",89,496,19,27,186,255,56,7,1325,"12/29/2013 04:10","12/29/2013 03:55",4
"2013-12-29","FALSE",90,498,15,9,137,302,60,4,1370,"12/30/2013 04:35","12/30/2013 04:40",3
"2013-12-30","FALSE",83,474,19,25,128,284,62,8,1370,"12/31/2013 04:31","12/31/2013 04:05",3
"2013-12-31","FALSE",99,523,18,13,166,281,76,3,1340,"01/01/2014 04:39","01/01/2014 04:25",3
"2013-12-31","TRUE",99,523,18,13,166,281,76,3,1340,"01/01/2014 04:39","01/01/2014 04:25",3
"2014-01-01","FALSE",63,337,16,9,110,187,41,1,1325,"01/02/2014 03:59","01/02/2014 03:35",0
"2014-01-02","TRUE",93,512,8,28,192,261,60,6,1375,"01/03/2014 05:11","01/03/2014 05:00",4
"2014-01-02","FALSE",93,512,8,28,192,261,60,6,1375,"01/03/2014 05:11","01/03/2014 05:00",4
"2014-01-03","FALSE",97,540,1,13,177,307,57,5,1325,"01/04/2014 04:42","01/04/2014 04:25",3
"2014-01-04","FALSE",87,477,17,15,142,276,59,4,1295,"01/05/2014 03:09","01/05/2014 03:00",2
"2014-01-05","FALSE",72,391,6,27,89,234,68,3,1330,"01/06/2014 02:26","01/06/2014 02:15",2
"2014-01-06","TRUE",86,472,29,41,163,247,62,4,1355,"01/07/2014 04:42","01/07/2014 04:00",3
"2014-01-06","FALSE",86,472,29,41,163,247,62,4,1355,"01/07/2014 04:42","01/07/2014 04:00",3
"2014-01-07","FALSE",91,513,21,20,150,305,58,5,1340,"01/08/2014 04:46","01/08/2014 04:20",3
"2014-01-08","FALSE",101,527,2,13,168,278,81,3,1325,"01/09/2014 04:16","01/09/2014 03:50",3
"2014-01-09","TRUE",104,571,15,12,197,311,64,6,1320,"01/10/2014 05:08","01/10/2014 04:55",2
"2014-01-09","FALSE",104,571,15,12,197,311,64,6,1320,"01/10/2014 05:08","01/10/2014 04:55",2
"2014-01-10","FALSE",111,589,16,26,200,303,86,6,1310,"01/11/2014 05:31","01/11/2014 05:15",3
"2014-01-11","FALSE",91,506,12,24,187,260,59,8,1350,"01/12/2014 04:35","01/12/2014 04:35",3
"2014-01-12","FALSE",89,486,32,30,145,273,69,4,1320,"01/13/2014 04:17","01/13/2014 03:40",4
"2014-01-13","FALSE",99,558,19,16,159,339,61,6,1315,"01/14/2014 04:51","01/14/2014 04:40",1
"2014-01-14","TRUE",108,604,9,12,176,362,66,6,1310,"01/15/2014 05:20","01/15/2014 05:15",3
"2014-01-14","FALSE",108,604,9,12,176,362,66,6,1310,"01/15/2014 05:20","01/15/2014 05:15",3
"2014-01-15","TRUE",118,625,19,5,220,332,73,3,1280,"01/16/2014 05:19","01/16/2014 05:00",2
"2014-01-15","FALSE",118,625,19,5,220,332,73,3,1280,"01/16/2014 05:19","01/16/2014 05:00",2
"2014-01-16","FALSE",93,527,2,18,154,323,50,4,1300,"01/17/2014 04:00","01/17/2014 03:40",3
"2014-01-17","FALSE",84,496,31,40,171,274,52,12,1295,"01/18/2014 04:08","01/18/2014 04:10",1
"2014-01-18","FALSE",88,492,1,18,158,285,50,4,1325,"01/19/2014 04:29","01/19/2014 03:50",3
"2014-01-19","FALSE",97,512,2,9,165,276,71,3,1325,"01/20/2014 04:11","01/20/2014 03:50",4
"2014-01-20","FALSE",113,600,2,13,216,309,75,4,1315,"01/21/2014 05:18","01/21/2014 05:10",2
"2014-01-21","FALSE",91,530,1,19,165,324,42,6,1330,"01/22/2014 04:44","01/22/2014 04:20",2
"2014-01-22","FALSE",89,498,5,8,135,308,55,4,1330,"01/23/2014 03:54","01/23/2014 03:40",3
"2014-01-23","TRUE",100,541,18,17,172,304,65,2,1305,"01/24/2014 04:28","01/24/2014 03:55",2
"2014-01-23","FALSE",100,541,18,17,172,304,65,2,1305,"01/24/2014 04:28","01/24/2014 03:55",2
"2014-01-24","FALSE",102,542,14,17,171,295,76,4,1320,"01/25/2014 04:37","01/25/2014 04:30",3
"2014-01-25","FALSE",102,536,13,4,175,285,76,3,1310,"01/26/2014 04:30","01/26/2014 04:05",3
"2014-01-26","FALSE",107,590,2,13,214,321,56,4,1315,"01/27/2014 05:13","01/27/2014 05:00",4
"2014-01-27","FALSE",105,594,2,25,182,341,71,10,1325,"01/28/2014 05:34","01/28/2014 05:30",3
"2014-01-28","TRUE",98,550,1,10,196,301,54,7,1370,"01/29/2014 05:22","01/29/2014 05:10",3
"2014-01-28","FALSE",98,550,1,10,196,301,54,7,1370,"01/29/2014 05:22","01/29/2014 05:10",3
"2014-01-29","FALSE",101,552,6,5,150,336,67,2,1320,"01/30/2014 04:42","01/30/2014 04:25",3
"2014-01-29","TRUE",101,552,6,5,150,336,67,2,1320,"01/30/2014 04:42","01/30/2014 04:25",3
"2014-01-30","FALSE",101,549,7,8,166,312,72,5,1315,"01/31/2014 04:49","01/31/2014 04:25",3
"2014-01-31","TRUE",100,558,15,6,190,314,54,6,1340,"02/01/2014 05:10","02/01/2014 05:00",2
"2014-01-31","FALSE",100,558,15,6,190,314,54,6,1340,"02/01/2014 05:10","02/01/2014 05:00",2
"2014-02-01","FALSE",96,543,2,32,161,320,62,5,1340,"02/02/2014 05:06","02/02/2014 05:10",2
"2014-02-02","FALSE",99,549,2,32,157,323,70,5,1340,"02/03/2014 05:12","02/03/2014 04:50",1
"2014-02-02","TRUE",99,549,2,32,157,323,70,5,1340,"02/03/2014 05:12","02/03/2014 04:50",1
"2014-02-03","FALSE",93,513,2,13,139,311,64,3,1320,"02/04/2014 06:22","02/04/2014 06:25",1
"2014-02-04","TRUE",70,400,58,27,103,235,63,9,1350,"02/05/2014 05:39","02/05/2014 05:35",2
"2014-02-04","FALSE",70,400,58,27,103,235,63,9,1350,"02/05/2014 05:39","02/05/2014 05:35",2
"2014-02-05","FALSE",93,570,5,43,129,390,52,9,1340,"02/06/2014 05:53","02/06/2014 05:50",2
"2014-02-06","TRUE",103,556,2,20,212,277,68,6,1415,"02/07/2014 06:34","02/07/2014 06:20",3
"2014-02-06","FALSE",103,556,2,20,212,277,68,6,1415,"02/07/2014 06:34","02/07/2014 06:20",3
"2014-02-07","FALSE",101,571,25,27,180,322,70,9,1340,"02/08/2014 06:09","02/08/2014 05:45",3
"2014-02-08","FALSE",96,548,68,4,165,343,40,2,1350,"02/09/2014 06:03","02/09/2014 05:55",2
"2014-02-09","TRUE",112,612,13,7,199,348,66,4,1335,"02/10/2014 06:00","02/10/2014 05:40",3
"2014-02-09","FALSE",112,612,13,7,199,348,66,4,1335,"02/10/2014 06:00","02/10/2014 05:40",3
"2014-02-10","FALSE",100,581,13,25,187,349,46,7,1340,"02/11/2014 06:21","02/11/2014 05:40",3
"2014-02-11","FALSE",100,576,19,27,170,345,62,8,1335,"02/12/2014 05:50","02/12/2014 05:25",2
"2014-02-12","FALSE",112,588,17,10,200,309,80,3,1320,"02/13/2014 05:25","02/13/2014 05:10",3
"2014-02-12","TRUE",112,588,17,10,200,309,80,3,1320,"02/13/2014 05:25","02/13/2014 05:10",3
"2014-02-13","FALSE",112,613,1,5,228,334,52,2,1330,"02/14/2014 05:50","02/14/2014 05:35",4
"2014-02-14","FALSE",96,545,2,20,166,330,49,4,1400,"02/15/2014 05:51","02/15/2014 05:45",2
"2014-02-14","TRUE",96,545,2,20,166,330,49,4,1400,"02/15/2014 05:51","02/15/2014 05:45",2
"2014-02-15","FALSE",100,562,2,51,191,314,58,4,1355,"02/16/2014 06:13","02/16/2014 06:00",3
"2014-02-16","FALSE",106,586,16,4,154,365,68,3,1325,"02/17/2014 05:22","02/17/2014 05:15",3
"2014-02-16","TRUE",106,586,16,4,154,365,68,3,1325,"02/17/2014 05:22","02/17/2014 05:15",3
"2014-02-17","FALSE",98,541,23,33,189,293,60,5,1345,"02/18/2014 05:32","02/18/2014 05:15",3
"2014-02-18","FALSE",106,570,13,5,154,343,74,2,1325,"02/19/2014 05:05","02/19/2014 04:55",2
"2014-02-18","TRUE",106,570,13,5,154,343,74,2,1325,"02/19/2014 05:05","02/19/2014 04:55",2
"2014-02-19","FALSE",101,557,1,20,189,305,63,6,1345,"02/20/2014 05:15","02/20/2014 05:00",2
"2014-02-20","TRUE",96,534,1,11,190,298,47,4,1360,"02/21/2014 04:58","02/21/2014 04:45",3
"2014-02-20","FALSE",96,534,1,11,190,298,47,4,1360,"02/21/2014 04:58","02/21/2014 04:45",3
"2014-02-21","FALSE",104,574,26,18,189,316,70,8,1320,"02/22/2014 05:28","02/22/2014 05:20",3
"2014-02-22","TRUE",91,506,11,31,168,281,58,5,1345,"02/23/2014 04:44","02/23/2014 04:40",2
"2014-02-22","FALSE",91,506,11,31,168,281,58,5,1345,"02/23/2014 04:44","02/23/2014 04:40",2
"2014-02-23","FALSE",99,565,12,28,202,313,50,6,1330,"02/24/2014 05:29","02/24/2014 05:25",2
"2014-02-24","TRUE",91,507,11,19,160,287,60,6,1345,"02/25/2014 04:46","02/25/2014 04:25",3
"2014-02-24","FALSE",91,507,11,19,160,287,60,6,1345,"02/25/2014 04:46","02/25/2014 04:25",3
"2014-02-25","FALSE",98,556,7,14,175,329,52,6,1330,"02/26/2014 04:55","02/26/2014 04:50",3
"2014-02-26","TRUE",105,578,16,19,153,344,82,6,1320,"02/27/2014 05:20","02/27/2014 04:55",2
"2014-02-26","FALSE",105,578,16,19,153,344,82,6,1320,"02/27/2014 05:20","02/27/2014 04:55",2
"2014-02-27","FALSE",94,513,18,18,175,279,60,5,1370,"02/28/2014 04:53","02/28/2014 04:30",2
"2014-02-28","FALSE",99,549,25,18,172,310,67,7,1340,"03/01/2014 05:29","03/01/2014 05:10",2
"2014-03-01","FALSE",88,487,21,15,157,276,54,5,1325,"03/02/2014 04:27","03/02/2014 04:00",2
"2014-03-02","FALSE",94,534,1,14,135,344,55,3,1370,"03/03/2014 05:19","03/03/2014 04:50",3
"2014-03-02","TRUE",94,534,1,14,135,344,55,3,1370,"03/03/2014 05:19","03/03/2014 04:50",3
"2014-03-03","FALSE",76,451,9,32,174,247,30,7,1435,"03/04/2014 05:12","03/04/2014 04:45",2
"2014-03-04","TRUE",86,487,3,24,162,282,44,4,1385,"03/05/2014 04:42","03/05/2014 04:35",3
"2014-03-04","FALSE",86,487,3,24,162,282,44,4,1385,"03/05/2014 04:42","03/05/2014 04:35",3
"2014-03-05","FALSE",96,551,7,35,183,308,61,9,1310,"03/06/2014 04:56","03/06/2014 04:45",3
"2014-03-06","FALSE",99,553,2,19,165,330,59,3,1315,"03/07/2014 04:53","03/07/2014 04:30",3
"2014-03-07","FALSE",99,538,27,28,172,294,73,6,1335,"03/08/2014 05:14","03/08/2014 04:55",3
"2014-03-08","TRUE",89,506,1,39,173,277,57,7,1355,"03/09/2014 06:08","03/09/2014 05:25",3
"2014-03-08","FALSE",89,506,1,39,173,277,57,7,1355,"03/09/2014 06:08","03/09/2014 05:25",3
"2014-03-09","FALSE",107,579,30,9,203,314,63,3,1340,"03/10/2014 06:11","03/10/2014 05:50",2
"2014-03-10","TRUE",98,540,17,20,185,292,64,6,1380,"03/11/2014 05:56","03/11/2014 05:35",2
"2014-03-10","FALSE",98,540,17,20,185,292,64,6,1380,"03/11/2014 05:56","03/11/2014 05:35",2
"2014-03-11","FALSE",89,485,1,21,159,262,65,5,1450,"03/12/2014 06:00","03/12/2014 06:05",2
"2014-03-12","FALSE",102,586,51,20,182,354,50,6,1335,"03/13/2014 06:34","03/13/2014 06:10",2
"2014-03-12","TRUE",102,586,51,20,182,354,50,6,1335,"03/13/2014 06:34","03/13/2014 06:10",2
"2014-03-13","FALSE",82,472,1,11,173,271,29,5,1505,"03/14/2014 06:40","03/14/2014 06:10",2
"2014-03-14","FALSE",108,616,15,16,219,345,53,9,1375,"03/15/2014 06:31","03/15/2014 06:25",3
"2014-03-14","TRUE",108,616,15,16,219,345,53,9,1375,"03/15/2014 06:31","03/15/2014 06:25",3
"2014-03-15","FALSE",96,544,12,5,159,335,50,5,1345,"03/16/2014 06:24","03/16/2014 06:05",3
"2014-03-16","FALSE",93,542,1,21,167,335,41,5,1440,"03/17/2014 07:02","03/17/2014 06:40",2
"2014-03-16","TRUE",93,542,1,21,167,335,41,5,1440,"03/17/2014 07:02","03/17/2014 06:40",2
"2014-03-17","FALSE",84,502,90,88,180,275,48,7,1360,"03/18/2014 06:59","03/18/2014 06:20",1
"2014-03-18","FALSE",115,635,2,25,197,360,79,6,1350,"03/19/2014 06:48","03/19/2014 06:25",3
"2014-03-18","TRUE",115,635,2,25,197,360,79,6,1350,"03/19/2014 06:48","03/19/2014 06:25",3
"2014-03-19","FALSE",96,544,29,15,186,304,54,8,1410,"03/20/2014 06:15","03/20/2014 06:00",2
"2014-03-20","FALSE",105,576,6,29,176,320,80,7,1410,"03/21/2014 06:51","03/21/2014 06:30",2
"2014-03-21","FALSE",100,579,1,23,206,329,44,8,1390,"03/22/2014 06:18","03/22/2014 06:00",2
"2014-03-22","FALSE",98,584,1,27,186,352,46,10,1380,"03/23/2014 06:23","03/23/2014 06:05",3
"2014-03-22","TRUE",98,584,1,27,186,352,46,10,1380,"03/23/2014 06:23","03/23/2014 06:05",3
"2014-03-23","TRUE",106,597,10,14,189,349,60,7,1380,"03/24/2014 07:08","03/24/2014 07:05",2
"2014-03-23","FALSE",106,597,10,14,189,349,60,7,1380,"03/24/2014 07:08","03/24/2014 07:05",2
"2014-03-24","FALSE",87,517,2,19,170,312,35,7,1410,"03/25/2014 05:46","03/25/2014 05:10",3
"2014-03-25","FALSE",98,567,1,14,153,366,49,5,1305,"03/26/2014 05:21","03/26/2014 04:50",3
"2014-03-25","TRUE",98,567,1,14,153,366,49,5,1305,"03/26/2014 05:21","03/26/2014 04:50",3
"2014-03-26","FALSE",98,580,2,23,177,363,41,7,1370,"03/27/2014 05:54","03/27/2014 05:40",3
"2014-03-27","FALSE",80,497,14,33,145,319,33,9,1405,"03/28/2014 05:30","03/28/2014 05:35",3
"2014-03-28","TRUE",101,549,1,10,182,306,61,4,1325,"03/29/2014 04:59","03/29/2014 04:50",3
"2014-03-28","FALSE",101,549,1,10,182,306,61,4,1325,"03/29/2014 04:59","03/29/2014 04:50",3
"2014-03-29","FALSE",103,591,1,18,178,356,57,7,1325,"03/30/2014 05:27","03/30/2014 05:25",3
"2014-03-30","FALSE",75,439,1,6,143,271,26,4,1435,"03/31/2014 04:27","03/31/2014 04:15",4
"2014-03-30","TRUE",75,439,1,6,143,271,26,4,1435,"03/31/2014 04:27","03/31/2014 04:15",4
"2014-03-31","TRUE",105,595,1,7,194,356,46,4,1320,"04/01/2014 05:09","04/01/2014 05:00",3
"2014-03-31","FALSE",105,595,1,7,194,356,46,4,1320,"04/01/2014 05:09","04/01/2014 05:00",3
"2014-04-01","FALSE",100,576,1,25,167,346,64,10,1325,"04/02/2014 05:39","04/02/2014 05:25",3
"2014-04-02","FALSE",94,533,2,23,160,325,49,3,1335,"04/03/2014 04:52","04/03/2014 04:15",3
"2014-04-02","TRUE",94,533,2,23,160,325,49,3,1335,"04/03/2014 04:52","04/03/2014 04:15",3
"2014-04-03","FALSE",100,566,1,24,189,322,55,6,1335,"04/04/2014 05:20","04/04/2014 04:50",3
"2014-04-04","TRUE",97,544,1,18,158,332,54,3,1360,"04/05/2014 05:23","04/05/2014 04:50",2
"2014-04-04","FALSE",97,544,1,18,158,332,54,3,1360,"04/05/2014 05:23","04/05/2014 04:50",2
"2014-04-05","FALSE",79,456,2,31,181,254,21,2,1500,"04/06/2014 06:10","04/06/2014 05:35",3
"2014-04-06","TRUE",98,536,7,17,167,302,68,5,1455,"04/07/2014 06:39","04/07/2014 06:15",2
"2014-04-06","FALSE",98,536,7,17,167,302,68,5,1455,"04/07/2014 06:39","04/07/2014 06:15",2
"2014-04-07","FALSE",68,458,2,168,95,309,55,5,1365,"04/08/2014 07:15","04/08/2014 07:10",1
"2014-04-07","TRUE",68,458,2,168,95,309,55,5,1365,"04/08/2014 07:15","04/08/2014 07:10",1
"2014-04-08","FALSE",107,610,1,12,198,356,56,7,1400,"04/09/2014 07:15","04/09/2014 07:05",3
"2014-04-09","TRUE",54,348,48,93,59,244,46,4,1370,"04/10/2014 04:16","04/10/2014 03:45",1
"2014-04-09","FALSE",54,348,48,93,59,244,46,4,1370,"04/10/2014 04:16","04/10/2014 03:45",1
"2014-04-10","TRUE",111,614,2,24,209,338,68,6,1395,"04/11/2014 07:09","04/11/2014 07:00",3
"2014-04-10","FALSE",111,614,2,24,209,338,68,6,1395,"04/11/2014 07:09","04/11/2014 07:00",3
"2014-04-11","FALSE",41,281,1,142,53,188,40,1,1380,"04/12/2014 03:33","04/12/2014 12:45",2
"2014-04-12","FALSE",115,613,1,18,194,334,85,4,1390,"04/13/2014 06:56","04/13/2014 06:35",3
"2014-04-13","FALSE",100,586,2,26,164,369,53,7,1365,"04/14/2014 06:10","04/14/2014 05:50",3
"2014-04-14","FALSE",113,632,5,8,209,366,57,5,1395,"04/15/2014 07:08","04/15/2014 07:10",4
"2014-04-15","FALSE",96,548,10,14,156,335,57,6,1440,"04/16/2014 06:28","04/16/2014 06:25",3
"2014-04-15","TRUE",96,548,10,14,156,335,57,6,1440,"04/16/2014 06:28","04/16/2014 06:25",3
"2014-04-16","FALSE",102,578,2,26,177,353,49,2,1385,"04/17/2014 06:36","04/17/2014 06:40",1
"2014-04-16","TRUE",102,578,2,26,177,353,49,2,1385,"04/17/2014 06:36","04/17/2014 06:40",1
"2014-04-17","FALSE",100,574,13,7,157,365,53,5,1405,"04/18/2014 06:19","04/18/2014 06:15",3
"2014-04-18","FALSE",89,519,2,10,153,321,46,7,1400,"04/19/2014 05:19","04/19/2014 05:15",3
"2014-04-19","TRUE",95,550,5,28,161,337,53,6,1355,"04/20/2014 05:49","04/20/2014 05:20",3
"2014-04-19","FALSE",95,550,5,28,161,337,53,6,1355,"04/20/2014 05:49","04/20/2014 05:20",3
"2014-04-20","FALSE",84,480,1,22,157,287,37,3,1450,"04/21/2014 05:49","04/21/2014 05:30",3
"2014-04-21","FALSE",99,557,4,27,178,322,58,6,1370,"04/22/2014 06:07","04/22/2014 05:35",3
"2014-04-22","FALSE",90,524,30,50,174,295,56,9,1360,"04/23/2014 06:12","04/23/2014 05:05",2
"2014-04-23","FALSE",97,559,1,12,152,361,46,4,1395,"04/24/2014 06:51","04/24/2014 06:50",2
"2014-04-24","FALSE",99,540,5,17,166,304,71,5,1385,"04/25/2014 05:55","04/25/2014 05:20",3
"2014-04-25","FALSE",109,605,6,20,228,317,60,8,1345,"04/26/2014 06:45","04/26/2014 06:50",3
"2014-04-26","TRUE",106,578,6,9,180,331,68,5,1395,"04/27/2014 06:25","04/27/2014 06:30",4
"2014-04-26","FALSE",106,578,6,9,180,331,68,5,1395,"04/27/2014 06:25","04/27/2014 06:30",4
"2014-04-27","TRUE",100,567,1,4,187,341,40,3,1485,"04/28/2014 07:19","04/28/2014 07:15",3
"2014-04-27","FALSE",100,567,1,4,187,341,40,3,1485,"04/28/2014 07:19","04/28/2014 07:15",3
"2014-04-28","FALSE",94,575,1,25,196,351,29,10,1425,"04/29/2014 06:48","04/29/2014 06:35",3
"2014-04-29","FALSE",99,577,1,12,192,351,35,5,1400,"04/30/2014 06:24","04/30/2014 06:10",3
"2014-04-30","FALSE",104,601,2,13,193,365,44,5,1370,"05/01/2014 06:22","05/01/2014 06:10",3
"2014-05-01","FALSE",92,546,25,38,159,332,55,9,1390,"05/02/2014 06:21","05/02/2014 06:20",2
"2014-05-02","FALSE",102,597,19,35,159,380,58,6,1365,"05/03/2014 06:41","05/03/2014 06:25",2
"2014-05-02","TRUE",102,597,19,35,159,380,58,6,1365,"05/03/2014 06:41","05/03/2014 06:25",2
"2014-05-03","TRUE",91,544,1,25,162,338,44,9,1395,"05/04/2014 05:56","05/04/2014 05:45",3
"2014-05-03","FALSE",91,544,1,25,162,338,44,9,1395,"05/04/2014 05:56","05/04/2014 05:45",3
"2014-05-04","FALSE",81,488,25,40,125,312,52,10,1400,"05/05/2014 06:22","05/05/2014 05:45",4
"2014-05-05","TRUE",75,408,49,30,94,244,71,5,1375,"05/06/2014 05:30","05/06/2014 05:25",3
"2014-05-05","FALSE",75,408,49,30,94,244,71,5,1375,"05/06/2014 05:30","05/06/2014 05:25",3
"2014-05-06","FALSE",78,493,2,73,138,313,43,10,1390,"05/07/2014 06:04","05/07/2014 05:10",3
"2014-05-07","FALSE",99,574,14,7,156,376,42,4,1365,"05/08/2014 06:02","05/08/2014 05:55",3
"2014-05-08","FALSE",104,565,21,3,205,307,53,3,1400,"05/09/2014 06:17","05/09/2014 06:10",4
"2014-05-09","FALSE",90,518,31,35,185,278,55,10,1395,"05/10/2014 06:20","05/10/2014 05:45",3
"2014-05-10","TRUE",102,557,40,28,197,289,71,7,1370,"05/11/2014 06:34","05/11/2014 06:00",3
"2014-05-10","FALSE",102,557,40,28,197,289,71,7,1370,"05/11/2014 06:34","05/11/2014 06:00",3
"2014-05-11","FALSE",91,490,18,29,161,250,79,8,1440,"05/12/2014 07:02","05/12/2014 06:45",2
"2014-05-11","TRUE",91,490,18,29,161,250,79,8,1440,"05/12/2014 07:02","05/12/2014 06:45",2
"2014-05-12","FALSE",111,600,32,12,197,324,79,6,1370,"05/13/2014 06:42","05/13/2014 06:30",3
"2014-05-13","FALSE",96,528,37,22,188,273,68,8,1375,"05/14/2014 06:41","05/14/2014 06:45",2
"2014-05-14","TRUE",104,609,27,39,210,336,63,13,1355,"05/15/2014 07:19","05/15/2014 06:50",2
"2014-05-14","FALSE",104,609,27,39,210,336,63,13,1355,"05/15/2014 07:19","05/15/2014 06:50",2
"2014-05-15","FALSE",119,634,35,24,231,315,88,8,1370,"05/16/2014 07:29","05/16/2014 07:05",3
"2014-05-16","FALSE",99,563,25,63,201,297,66,7,1380,"05/17/2014 07:10","05/17/2014 06:25",2
"2014-05-16","TRUE",99,563,25,63,201,297,66,7,1380,"05/17/2014 07:10","05/17/2014 06:25",2
"2014-05-17","FALSE",117,640,33,11,249,320,71,9,1390,"05/18/2014 07:40","05/18/2014 07:30",3
"2014-05-17","TRUE",117,640,33,11,249,320,71,9,1390,"05/18/2014 07:40","05/18/2014 07:30",3
"2014-05-18","FALSE",115,629,30,16,242,327,61,6,1365,"05/19/2014 07:10","05/19/2014 07:05",3
"2014-05-19","FALSE",103,577,21,11,183,336,58,5,1385,"05/20/2014 07:05","05/20/2014 06:35",3
"2014-05-20","FALSE",118,633,17,3,205,352,76,4,1365,"05/21/2014 06:47","05/21/2014 06:40",2
"2014-05-20","TRUE",118,633,17,3,205,352,76,4,1365,"05/21/2014 06:47","05/21/2014 06:40",2
"2014-05-21","FALSE",99,552,37,23,210,277,65,11,1450,"05/22/2014 07:26","05/22/2014 07:30",3
"2014-05-21","TRUE",99,552,37,23,210,277,65,11,1450,"05/22/2014 07:26","05/22/2014 07:30",3
"2014-05-22","FALSE",97,533,42,32,171,288,75,8,1365,"05/23/2014 05:55","05/23/2014 05:35",3
"2014-05-23","FALSE",91,520,23,76,179,280,62,6,1375,"05/24/2014 06:14","05/24/2014 06:15",1
